,share_name_index,company_name,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,rating_count,Headquarters,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO
5279,PMF [NYSE],PIMCO Municipal Income Fund,USA,Closed-End Fund - Debt,387.30M,-,34.98K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5280,PMGMU [NASD],Priveterra Acquisition Corp.,USA,Shell Companies,-,-,58.39K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5281,PML [NYSE],PIMCO Municipal Income Fund II,USA,Closed-End Fund - Debt,928.94M,-,81.56K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5282,PMM [NYSE],Putnam Managed Municipal Income Trust,USA,Closed-End Fund - Debt,420.86M,23.49,66.38K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5283,PMO [NYSE],Putnam Municipal Opportunities Trust,USA,Closed-End Fund - Debt,483.68M,-,61.14K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5284,PMT [NYSE],PennyMac Mortgage Investment Trust,USA,REIT - Mortgage,2.04B,66.23,831.91K,-88.70%,-10.08%,-1,-1,-1,-1,-1,-1,-1,-1
5285,PMVC [NYSE],PMV Consumer Acquisition Corp.,USA,Shell Companies,212.45M,-,33.06K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5286,PMVP [NASD],"PMV Pharmaceuticals, Inc.",USA,Biotechnology,1.46B,30.11,249.11K,-30.50%,-38.10%,-1,,"Cranbury, NJ",Unknown,null,Unknown / Non-Applicable,-1,-1
5287,PMX [NYSE],PIMCO Municipal Income Fund III,USA,Closed-End Fund - Debt,425.05M,-,43.90K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5288,PNBK [NASD],"Patriot National Bancorp, Inc.",USA,Banks - Regional,33.10M,3,5.39K,-35.10%,-,2.7,,"Stamford, CT",51 to 200 Employees,1999,$25 to $50 million (USD),27,-1
5289,"PNC [NYSE, S&P 500]","The PNC Financial Services Group, Inc.",USA,Banks - Regional,75.59B,9.74,1.78M,-33.50%,3.86%,3.7,,"Pittsburgh, PA",10000+ Employees,1845,$10+ billion (USD),68,87
5290,PNF [NYSE],PIMCO New York Municipal Income Fund,USA,Closed-End Fund - Debt,99.04M,33.55,7.34K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5291,PNFP [NASD],"Pinnacle Financial Partners, Inc.",USA,Banks - Regional,6.41B,-,372.39K,-22.90%,-1.98%,4.1,,"Nashville, TN",1001 to 5000 Employees,2000,$500 million to $1 billion (USD),83,90
5292,PNI [NYSE],PIMCO New York Municipal Income Fund II,USA,Closed-End Fund - Debt,132.25M,16,16.61K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5293,PNM [NYSE],"PNM Resources, Inc.",USA,Utilities - Regulated Electric,4.19B,14.66,851.16K,122.50%,9.02%,3.4,,"Albuquerque, NM",1001 to 5000 Employees,2000,$1 to $2 billion (USD),61,61
5294,PNNT [NASD],PennantPark Investment Corporation,USA,Asset Management,445.85M,29.77,371.84K,-13.10%,15.10%,-1,-1,-1,-1,-1,-1,-1,-1
5295,PNOV [AMEX],Innovator S&P 500 Power Buffer ETF - November,USA,Exchange Traded Fund,-,-,8.38K,-,-,4.5,,"Vienna, VA",1 to 50 Employees,2001,$5 to $10 million (USD),90,100
5296,PNQI [NASD],Invesco NASDAQ Internet ETF,USA,Exchange Traded Fund,-,19.09,20.31K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5297,"PNR [NYSE, S&P 500]",Pentair plc,United Kingdom,Specialty Industrial Machinery,10.59B,19.31,994.99K,0.50%,8.20%,3.6,,"Minneapolis, MN",5001 to 10000 Employees,1966,$2 to $5 billion (USD),66,75
5298,PNRG [NASD],PrimeEnergy Resources Corporation,USA,Oil & Gas E&P,95.06M,12.41,3.89K,-192.90%,-,-1,-1,-1,-1,-1,-1,-1,-1
5299,PNTG [NASD],"The Pennant Group, Inc.",USA,Medical Care Facilities,1.19B,10.9,134.83K,505.30%,21.93%,-1,,"Eagle, ID",Unknown,null,Unknown / Non-Applicable,-1,-1
5300,PNTM [NYSE],Pontem Corporation,USA,Shell Companies,670.68M,-,110.90K,-,-,4,,"New York, NY",Unknown,null,Unknown / Non-Applicable,100,-1
5301,"PNW [NYSE, S&P 500]",Pinnacle West Capital Corporation,USA,Utilities - Regulated Electric,9.18B,-,864.60K,20.50%,2.87%,3.2,,"Phoenix, AZ",5001 to 10000 Employees,1985,$2 to $5 billion (USD),55,63
5302,POAI [NASD],Predictive Oncology Inc.,USA,Medical Instruments & Supplies,60.76M,18.11,2.82M,67.70%,63.30%,-1,-1,-1,-1,-1,-1,-1,-1
5303,POCT [AMEX],Innovator S&P 500 Power Buffer ETF - October,USA,Exchange Traded Fund,-,15.82,21.84K,-,-,4.5,,"Vienna, VA",1 to 50 Employees,2001,$5 to $10 million (USD),90,100
5304,PODD [NASD],Insulet Corporation,USA,Medical Devices,18.54B,-,568.20K,-44.60%,110.97%,3.2,,"Acton, MA",1001 to 5000 Employees,2000,$500 million to $1 billion (USD),48,67
5305,POLA [NASD],"Polar Power, Inc.",USA,Electrical Equipment & Parts,128.24M,-,333.53K,-151.60%,-,2.2,,"Gardena, CA",51 to 200 Employees,null,$10 to $25 million (USD),31,23
5306,POLY [NYSE],"Plantronics, Inc.",USA,Communication Equipment,1.53B,-,537.31K,93.30%,30.84%,3.4,,"Santa Cruz, CA",5001 to 10000 Employees,1961,$2 to $5 billion (USD),60,72
5307,"POOL [NASD, S&P 500]",Pool Corporation,USA,Leisure,17.63B,-,271.86K,40.20%,6.35%,2.9,,"Ottawa, Canada",51 to 200 Employees,null,Unknown / Non-Applicable,24,-1
5308,POR [NYSE],Portland General Electric Company,USA,Utilities - Regulated Electric,4.24B,2093.66,527.07K,-27.60%,4.28%,3.7,,"Portland, OR",1001 to 5000 Employees,1889,$1 to $2 billion (USD),72,83
5309,POSH [NASD],"Poshmark, Inc.",USA,Internet Retail,3.39B,182.41,694.40K,108.40%,84.80%,4.6,,"Redwood City, CA",201 to 500 Employees,2011,$100 to $500 million (USD),93,99
5310,POST [NYSE],"Post Holdings, Inc.",USA,Packaged Foods,6.88B,25.7,373.01K,-99.30%,67.65%,3.1,,"Saint Louis, MO",10000+ Employees,2012,$5 to $10 billion (USD),44,65
5311,POTX [NASD],Global X Cannabis ETF,USA,Exchange Traded Fund,-,20.36,279.49K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5312,POW [NASD],Powered Brands,USA,Shell Companies,268.30M,-,21.86K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5313,POWI [NASD],"Power Integrations, Inc.",USA,Semiconductors,4.74B,-,317.84K,-63.90%,1.62%,3.8,,"San Jose, CA",501 to 1000 Employees,1988,$100 to $500 million (USD),81,99
5314,POWL [NASD],"Powell Industries, Inc.",USA,Electrical Equipment & Parts,371.97M,-,46.31K,67.60%,2255.56%,3.8,,"Houston, TX",1001 to 5000 Employees,1947,$500 million to $1 billion (USD),74,73
5315,POWRU [NASD],Powered Brands,USA,Shell Companies,-,-,14.36K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5316,POWW [NASD],"AMMO, Inc.",USA,Aerospace & Defense,568.02M,50.75,2.25M,8.40%,333.30%,4.5,,"Scottsdale, AZ",1 to 50 Employees,null,Unknown / Non-Applicable,-1,-1
5317,PPA [NYSE],Invesco Aerospace & Defense ETF,USA,Exchange Traded Fund,-,29.16,24.27K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5318,PPBI [NASD],"Pacific Premier Bancorp, Inc.",USA,Banks - Regional,3.97B,64.94,332.67K,-71.20%,-0.25%,2.7,,"Irvine, CA",1001 to 5000 Employees,1983,$10+ billion (USD),50,57
5319,PPBT [NASD],Purple Biotech Ltd.,Israel,Biotechnology,89.30M,30.75,473.22K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5320,PPC [NASD],Pilgrim's Pride Corporation,USA,Packaged Foods,5.14B,40.55,458.21K,-78.90%,15.57%,3.3,,"Greeley, CO",10000+ Employees,1946,$5 to $10 billion (USD),54,71
5321,PPD [NASD],"PPD, Inc.",USA,Drug Manufacturers - Specialty & Generic,16.26B,9.3,3.56M,108.30%,14.55%,4,,"Wilmington, NC",10000+ Employees,1985,$1 to $2 billion (USD),83,93
5322,"PPG [NYSE, S&P 500]","PPG Industries, Inc.",USA,Specialty Chemicals,39.80B,137.22,1.33M,-14.90%,10.61%,3.4,,"Pittsburgh, PA",10000+ Employees,1883,$10+ billion (USD),67,67
5323,PPGH [NASD],Poema Global Holdings Corp.,USA,Shell Companies,420.30M,27.4,60.23K,-,-,-1,,"Berlin, Germany",Unknown,null,Unknown / Non-Applicable,-1,-1
5324,PPGHU [NASD],Poema Global Holdings Corp.,USA,Shell Companies,-,33.64,32.46K,-,-,-1,,"Berlin, Germany",Unknown,null,Unknown / Non-Applicable,-1,-1
5325,PPH [NASD],VanEck Vectors Pharmaceutical ETF,USA,Exchange Traded Fund,-,18.86,117.78K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5326,PPIH [NASD],"Perma-Pipe International Holdings, Inc.",USA,Pollution & Treatment Controls,57.12M,-,15.38K,-321.40%,-,3.1,,"Niles, IL",201 to 500 Employees,1994,$10 to $25 million (USD),49,63
5327,"PPL [NYSE, S&P 500]",PPL Corporation,USA,Utilities - Regulated Electric,21.06B,-,5.49M,-19.40%,26.48%,3,,"Allentown, PA",10000+ Employees,1920,$5 to $10 billion (USD),43,61
5328,PPLT [NYSE],Aberdeen Standard Physical Platinum Shares ETF,USA,Exchange Traded Fund,-,-,129.34K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5329,PPSI [NASD],"Pioneer Power Solutions, Inc.",USA,Electrical Equipment & Parts,40.28M,-,147.35K,75.20%,-,2,,"Fort Lee, NJ",201 to 500 Employees,null,$1 to $5 million (USD),0,-1
5330,PPT [NYSE],Putnam Premier Income Trust,USA,Closed-End Fund - Debt,490.62M,-,257.07K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5331,PPTA [NASD],Perpetua Resources Corp.,USA,Other Precious Metals & Mining,422.95M,-,79.72K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5332,PPTY [NYSE],PPTY - U.S. Diversified Real Estate ETF,USA,Exchange Traded Fund,-,-,8.28K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5333,PQG [NYSE],PQ Group Holdings Inc.,USA,Specialty Chemicals,2.07B,-,471.01K,-370.60%,51.25%,3.6,,"Malvern, PA",1001 to 5000 Employees,1831,$1 to $2 billion (USD),48,54
5334,PRA [NYSE],ProAssurance Corporation,USA,Insurance - Property & Casualty,1.25B,-,211.54K,151.90%,80.51%,3,,"Birmingham, AL",501 to 1000 Employees,1978,$500 million to $1 billion (USD),54,57
5335,PRAA [NASD],"PRA Group, Inc.",USA,Credit Services,1.80B,-,231.88K,72.30%,-3.82%,3.2,,"Norfolk, VA",1001 to 5000 Employees,1996,Unknown / Non-Applicable,56,81
5336,PRAH [NASD],"PRA Health Sciences, Inc.",USA,Diagnostics & Research,10.88B,-,685.59K,-17.40%,12.71%,4,,"Raleigh, NC",10000+ Employees,1976,$2 to $5 billion (USD),83,89
5337,PRAX [NASD],"Praxis Precision Medicines, Inc.",USA,Biotechnology,965.39M,25.27,401.85K,-52.90%,-4.70%,-1,,"Cambridge, MA",Unknown,null,Unknown / Non-Applicable,-1,-1
5338,PRCH [NASD],"Porch Group, Inc.",USA,Software - Application,1.73B,-,1.83M,21.10%,63.40%,3.4,,"Seattle, WA",201 to 500 Employees,2013,$50 to $100 million (USD),59,73
5339,PRDO [NASD],Perdoceo Education Corporation,USA,Education & Training Services,907.21M,46.5,467.98K,78.20%,6.79%,2.9,,"Schaumburg, IL",5001 to 10000 Employees,1994,$500 million to $1 billion (USD),42,64
5340,PRK [AMEX],Park National Corporation,USA,Banks - Regional,1.92B,13.11,34.29K,24.00%,-13.90%,3.8,,"Newark, OH",1001 to 5000 Employees,null,$100 to $500 million (USD),77,100
5341,PRLB [NYSE],"Proto Labs, Inc.",USA,Metal Fabrication,2.37B,15.7,449.97K,-19.60%,23.06%,3.6,,"Maple Plain, MN",1001 to 5000 Employees,1999,$100 to $500 million (USD),70,100
5342,PRLD [NASD],Prelude Therapeutics Incorporated,USA,Biotechnology,1.50B,57.25,245.67K,29.30%,-48.30%,-1,,"Wilmington, DE",1 to 50 Employees,null,Unknown / Non-Applicable,-1,-1
5343,PRMW [NYSE],Primo Water Corporation,USA,Beverages - Non-Alcoholic,2.57B,38.31,1.02M,7.30%,13.87%,3.3,,"Winston-Salem, NC",51 to 200 Employees,2004,$100 to $500 million (USD),47,73
5344,PRN [NASD],Invesco DWA Industrials Momentum ETF,USA,Exchange Traded Fund,-,-,32.99K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5345,PRNT [AMEX],The 3D Printing ETF,USA,Exchange Traded Fund,-,-,194.99K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5346,PRO [NYSE],"PROS Holdings, Inc.",USA,Software - Application,2.21B,-,285.87K,-3.50%,41.00%,4.3,,"Houston, TX",1001 to 5000 Employees,1985,$100 to $500 million (USD),86,98
5347,PROF [NASD],Profound Medical Corp.,Canada,Medical Devices,377.23M,23.79,52.08K,-,-,3.9,,"Mississauga, Canada",51 to 200 Employees,2008,Less than $1 million (USD),71,69
5348,PROG [NASD],"Progenity, Inc.",USA,Biotechnology,141.23M,-,1.46M,-38.30%,38.60%,3.2,,"San Diego, CA",501 to 1000 Employees,2011,$25 to $50 million (USD),52,60
5349,PROS [NYSE],"ProSight Global, Inc.",USA,Insurance - Specialty,560.02M,-,60.70K,-39.50%,22.45%,2.6,,"Morristown, NJ",201 to 500 Employees,2009,Unknown / Non-Applicable,40,46
5350,PROV [NASD],"Provident Financial Holdings, Inc.",USA,Banks - Regional,124.01M,21.14,17.90K,74.50%,27.63%,3.1,,"Riverside, CA",201 to 500 Employees,1996,$50 to $100 million (USD),100,-1
5351,PRPB [NYSE],CC Neuberger Principal Holdings II,USA,Shell Companies,1.07B,16.87,380.86K,-,-,-1,,"New York, NY",Unknown,null,Unknown / Non-Applicable,-1,-1
5352,PRPH [NASD],"ProPhase Labs, Inc.",USA,Drug Manufacturers - Specialty & Generic,74.88M,-,449.75K,25.30%,93.61%,2.5,,"Doylestown, PA",51 to 200 Employees,null,$10 to $25 million (USD),11,100
5353,PRPL [NASD],"Purple Innovation, Inc.",USA,"Furnishings, Fixtures & Appliances",1.70B,-,1.05M,-167.70%,22.70%,3.9,,"New Delhi, India",1 to 50 Employees,null,Unknown / Non-Applicable,73,-1
5354,PRPO [NASD],"Precipio, Inc.",USA,Diagnostics & Research,84.94M,-,14.53M,63.50%,5.00%,2,,"Birmingham, CT",1 to 50 Employees,null,Less than $1 million (USD),0,-1
5355,PRQR [NASD],ProQR Therapeutics N.V.,Netherlands,Biotechnology,504.89M,1.87,3.46M,32.40%,-23.60%,3,,"Leiden, Netherlands",Unknown,null,Unknown / Non-Applicable,-1,-1
5356,PRSR [NASD],Prospector Capital Corp.,USA,Shell Companies,394.15M,-,65.01K,-,-,5,,"Greenville, SC",1 to 50 Employees,null,$1 to $5 million (USD),100,-1
5357,PRSRU [NASD],Prospector Capital Corp.,USA,Shell Companies,-,20.99,32.35K,-,-,5,,"Greenville, SC",1 to 50 Employees,null,$1 to $5 million (USD),100,-1
5358,PRT [NYSE],PermRock Royalty Trust,USA,Oil & Gas Equipment & Services,85.88M,-,72.73K,-78.40%,-1.52%,-1,-1,-1,-1,-1,-1,-1,-1
5359,PRTA [NASD],Prothena Corporation plc,Ireland,Biotechnology,2.23B,-,435.77K,-43.00%,-163.80%,3.5,,"Dublin, Ireland",1 to 50 Employees,null,$1 to $5 million (USD),55,-1
5360,PRTG [NASD],Portage Biotech Inc.,Canada,Biotechnology,439.70M,-,16.35K,10.90%,-,-1,-1,-1,-1,-1,-1,-1,-1
5361,PRTH [NASD],"Priority Technology Holdings, Inc.",USA,Software - Infrastructure,511.29M,-,36.42K,176.20%,845.45%,-1,,"Alpharetta, GA",Unknown,null,Unknown / Non-Applicable,-1,-1
5362,PRTK [NASD],"Paratek Pharmaceuticals, Inc.",USA,Biotechnology,353.61M,18.18,516.85K,44.40%,61.10%,3.2,,"Boston, MA",1 to 50 Employees,null,Less than $1 million (USD),71,100
5363,PRTS [NASD],"CarParts.com, Inc.",USA,Internet Retail,842.80M,15,1.33M,95.80%,65.20%,-1,-1,-1,-1,-1,-1,-1,-1
5364,PRTY [NYSE],Party City Holdco Inc.,USA,Specialty Retail,976.77M,-,2.80M,8.20%,34.68%,-1,-1,-1,-1,-1,-1,-1,-1
5365,"PRU [NYSE, S&P 500]","Prudential Financial, Inc.",USA,Insurance - Life,38.24B,-,2.16M,-109.90%,0.79%,3.8,,"Newark, NJ",10000+ Employees,1875,$10+ billion (USD),72,83
5366,PRVA [NASD],"Privia Health Group, Inc.",USA,Health Information Services,4.66B,-,937.34K,-,-,3.7,,"Arlington, VA",501 to 1000 Employees,2007,Unknown / Non-Applicable,65,82
5367,PRVB [NASD],"Provention Bio, Inc.",USA,Biotechnology,529.82M,-,2.73M,-76.90%,19.20%,-1,,"Oldwick, NJ",1 to 50 Employees,null,Unknown / Non-Applicable,-1,-1
5368,"PSA [NYSE, S&P 500]",Public Storage,USA,REIT - Industrial,52.15B,-,700.78K,-13.80%,3.19%,3.7,,"Glendale, CA",5001 to 10000 Employees,1972,$2 to $5 billion (USD),68,78
5369,PSAC [NASD],Property Solutions Acquisition Corp.,USA,Shell Companies,370.43M,10.66,706.95K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5370,PSAGU [NASD],Property Solutions Acquisition Corp. II,USA,Shell Companies,-,-,58.52K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5371,PSB [NYSE],"PS Business Parks, Inc.",USA,REIT - Diversified,4.17B,-,94.60K,14.50%,-4.47%,3.2,,"Glendale, CA",51 to 200 Employees,1998,$100 to $500 million (USD),55,74
5372,PSC [NASD],Principal U.S. Small-Cap Multi-Factor ETF,USA,Exchange Traded Fund,-,37.33,150.34K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5373,PSCC [NASD],Invesco S&P SmallCap Consumer Staples ETF,USA,Exchange Traded Fund,-,37.16,6.00K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5374,PSCD [NASD],Invesco S&P SmallCap Consumer Discretionary ETF,USA,Exchange Traded Fund,-,-,22.77K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5375,PSCE [NASD],Invesco S&P SmallCap Energy ETF,USA,Exchange Traded Fund,-,-,905.72K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5376,PSCF [NASD],Invesco S&P SmallCap Financials ETF,USA,Exchange Traded Fund,-,-,8.66K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5377,PSCH [NASD],Invesco S&P SmallCap Health Care ETF,USA,Exchange Traded Fund,-,-,8.10K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5378,PSCI [NASD],Invesco S&P SmallCap Industrials ETF,USA,Exchange Traded Fund,-,-,14.45K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5379,PSCT [NASD],Invesco S&P SmallCap Information Technology ETF,USA,Exchange Traded Fund,-,-,7.30K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5380,PSCU [NASD],Invesco S&P SmallCap Utilities & Communication Services ETF,USA,Exchange Traded Fund,-,-,2.93K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5381,PSEC [NASD],Prospect Capital Corporation,USA,Asset Management,3.26B,-,2.44M,1.40%,-4.10%,4.5,,"West Palm Beach, FL",51 to 200 Employees,1988,$2 to $5 billion (USD),88,88
5382,PSEP [AMEX],Innovator S&P 500 Power Buffer ETF - September,USA,Exchange Traded Fund,-,6.99,69.55K,-,-,4.5,,"Vienna, VA",1 to 50 Employees,2001,$5 to $10 million (USD),90,100
5383,PSET [NASD],Principal Quality ETF,USA,Exchange Traded Fund,-,12.03,41.30K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5384,PSF [NYSE],"Cohen & Steers Select Preferred and Income Fund, Inc.",USA,Closed-End Fund - Debt,362.18M,-,19.65K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5385,PSFE [NYSE],Paysafe Limited,United Kingdom,Information Technology Services,8.06B,-,6.77M,-15.00%,635.00%,4.2,,"London, United Kingdom",1001 to 5000 Employees,1996,Unknown / Non-Applicable,85,98
5386,PSHG [NASD],Performance Shipping Inc.,Greece,Marine Shipping,27.49M,-,71.64K,131.90%,289.00%,-1,-1,-1,-1,-1,-1,-1,-1
5387,PSI [NYSE],Invesco Dynamic Semiconductors ETF,USA,Exchange Traded Fund,-,-,68.45K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5388,PSJ [NYSE],Invesco Dynamic Software ETF,USA,Exchange Traded Fund,-,-,22.82K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5389,PSK [NYSE],SPDR ICE Preferred Securities ETF,USA,Exchange Traded Fund,-,-,186.00K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5390,PSL [NASD],Invesco DWA Consumer Staples Momentum ETF,USA,Exchange Traded Fund,-,-,3.80K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5391,PSLV [NYSE],Sprott Physical Silver Trust,USA,Exchange Traded Fund,-,-,5.13M,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5392,PSMB [AMEX],Invesco Balanced Multi-Asset Allocation ETF,USA,Exchange Traded Fund,-,-,8.86K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5393,PSMC [AMEX],Invesco Conservative Multi-Asset Allocation ETF,USA,Exchange Traded Fund,-,-,50.18K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5394,PSMG [AMEX],Invesco Growth Multi-Asset Allocation ETF,USA,Exchange Traded Fund,-,-,8.37K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5395,PSMT [NASD],"PriceSmart, Inc.",USA,Discount Stores,2.66B,-,109.07K,9.80%,8.52%,3.5,,"San Diego, CA",5001 to 10000 Employees,1994,$2 to $5 billion (USD),69,98
5396,PSN [NYSE],Parsons Corporation,USA,Specialty Industrial Machinery,4.07B,-,449.30K,-25.10%,12.17%,3.9,,"Centreville, VA",10000+ Employees,1944,$2 to $5 billion (USD),82,83
5397,PSNL [NASD],"Personalis, Inc.",USA,Biotechnology,1.11B,-,727.56K,13.80%,-16.00%,3.8,,"Menlo Park, CA",201 to 500 Employees,2011,$25 to $50 million (USD),75,82
5398,PSO [NYSE],Pearson plc,United Kingdom,Publishing,8.79B,-,215.24K,20.90%,15.34%,-1,-1,-1,-1,-1,-1,-1,-1
5399,PSP [NYSE],Invesco Global Listed Private Equity ETF,USA,Exchange Traded Fund,-,-,86.68K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5400,PSQ [NYSE],ProShares Short QQQ,USA,Exchange Traded Fund,-,-,7.01M,-,-,3.2,,"Bethesda, MD",51 to 200 Employees,2006,$1 to $5 million (USD),40,48
5401,PSR [NYSE],Invesco Active U.S. Real Estate Fund,USA,Exchange Traded Fund,-,-,8.12K,-,-,4.3,,"Austin, TX",5001 to 10000 Employees,1983,$5 to $10 billion (USD),85,96
5402,PST [NYSE],ProShares UltraShort 7-10 Year Treasury,USA,Exchange Traded Fund,-,-,58.27K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5403,PSTG [NYSE],"Pure Storage, Inc.",USA,Computer Hardware,5.37B,-,4.20M,-32.50%,59.20%,4,,"Mountain View, CA",1001 to 5000 Employees,2009,Unknown / Non-Applicable,74,87
5404,PSTH [NYSE],"Pershing Square Tontine Holdings, Ltd.",USA,Shell Companies,4.59B,-,2.83M,-,-,-1,,"New York, NY",Unknown,null,Unknown / Non-Applicable,-1,-1
5405,PSTI [NASD],Pluristem Therapeutics Inc.,Israel,Biotechnology,123.87M,-,453.96K,94.40%,5.40%,4.5,,"Haifa, Israel",51 to 200 Employees,null,Unknown / Non-Applicable,100,100
5406,PSTL [NYSE],"Postal Realty Trust, Inc.",USA,REIT - Office,267.26M,-,98.85K,82.70%,62.72%,-1,,"Cedarhurst, NY",1 to 50 Employees,1990,Unknown / Non-Applicable,-1,-1
5407,PSTV [NASD],"Plus Therapeutics, Inc.",USA,Biotechnology,58.07M,36.44,1.23M,32.90%,0.00%,4.3,,"Palo Alto, CA",501 to 1000 Employees,null,$100 to $500 million (USD),100,100
5408,PSTX [NASD],"Poseida Therapeutics, Inc.",USA,Biotechnology,538.21M,-,219.29K,-157.60%,2.40%,4.5,,"San Diego, CA",201 to 500 Employees,2014,Unknown / Non-Applicable,90,100
5409,"PSX [NYSE, S&P 500]",Phillips 66,USA,Oil & Gas Refining & Marketing,37.13B,-,2.66M,-232.00%,144.92%,3.8,,"Houston, TX",10000+ Employees,2012,$10+ billion (USD),80,82
5410,PSXP [NYSE],Phillips 66 Partners LP,USA,Oil & Gas Midstream,8.83B,17.15,851.23K,-36.40%,24.72%,3.8,,"Houston, TX",10000+ Employees,2012,$10+ billion (USD),80,82
5411,PT [NASD],Pintec Technology Holdings Limited,China,Credit Services,41.60M,9.4,1.59M,69.20%,-,4.1,,"Beijing, China",201 to 500 Employees,null,Unknown / Non-Applicable,80,-1
5412,PTBD [NYSE],Pacer Trendpilot US Bond ETF,USA,Exchange Traded Fund,-,-,311.73K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5413,"PTC [NASD, S&P 500]",PTC Inc.,USA,Software - Application,15.39B,-,1.01M,581.90%,15.08%,-1,,"Prosper, TX",1 to 50 Employees,null,Unknown / Non-Applicable,-1,-1
5414,PTCT [NASD],"PTC Therapeutics, Inc.",USA,Biotechnology,3.16B,-,569.85K,-55.30%,42.60%,3.8,,"South Plainfield, NJ",501 to 1000 Employees,1998,$50 to $100 million (USD),72,92
5415,PTE [NASD],"PolarityTE, Inc.",USA,Biotechnology,91.07M,-,3.91M,70.20%,13.20%,3.4,,"Salt Lake City, UT",51 to 200 Employees,2016,Unknown / Non-Applicable,49,32
5416,PTEN [NASD],"Patterson-UTI Energy, Inc.",USA,Oil & Gas Drilling,1.84B,70.15,2.02M,-103.90%,30.50%,3.3,,"Houston, TX",5001 to 10000 Employees,null,$500 million to $1 billion (USD),48,69
5417,PTEU [AMEX],Pacer Trendpilot European Index ETF,USA,Exchange Traded Fund,-,34.39,7.84K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5418,PTF [NASD],Invesco DWA Technology Momentum ETF,USA,Exchange Traded Fund,-,-,30.19K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5419,PTGX [NASD],"Protagonist Therapeutics, Inc.",USA,Biotechnology,1.59B,-,367.88K,35.50%,-10.00%,4,,"Newark, CA",51 to 200 Employees,2006,$5 to $10 million (USD),100,-1
5420,PTH [NASD],Invesco DWA Healthcare Momentum ETF,USA,Exchange Traded Fund,-,-,39.45K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5421,PTICU [NASD],PropTech Investment Corporation II,USA,Shell Companies,-,-,12.39K,-,-,-1,,"Los Angeles, CA",Unknown,null,Unknown / Non-Applicable,-1,-1
5422,PTIN [NYSE],Pacer Trendpilot International ETF,USA,Exchange Traded Fund,-,-,15.02K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5423,PTIX [NASD],"Protagenic Therapeutics, Inc.",USA,Biotechnology,38.69M,-,5.57M,-44.50%,-,-1,-1,-1,-1,-1,-1,-1,-1
5424,PTK [AMEX],PTK Acquisition Corp.,USA,Shell Companies,142.32M,-,45.54K,-,-,-1,,"Boston, MA",Unknown,null,Unknown / Non-Applicable,-1,-1
